dummy,Holiday,Holiday,COVID,COVID,Holiday_COVID,Holiday_COVID
stat,coef,pval,coef,pval,coef,pval
2020-07-31,0.3870379384125507,0.4479843623034332,0.060671066685269795,0.6255105852994882,-1.3186093375462438,0.033128594342269314
2020-08-31,0.3832031618985143,0.44209508940286757,0.06973088452819044,0.5561793674572924,-1.3329429654591172,0.027705949365892876
2020-09-30,0.3793639016045609,0.43960971879398525,0.026875574948162378,0.8130585736274347,-1.286705266606255,0.03051143851616818
2020-10-30,0.38028849365908945,0.42731392674871116,0.041373778574426624,0.7253080808434078,-1.3066749079767148,0.023421164736899203
2020-11-30,0.3721791862643128,0.40278542153380337,0.052896119740939905,0.6285813609360035,-1.3129442187149771,0.01564427871120726
2020-12-31,0.35876364036518715,0.41271296359206855,0.03687413757112684,0.7319714241997628,-1.2980117133444655,0.014968163193711654
2021-01-29,0.3412740499723632,0.4468101231406051,0.02826007224386594,0.7949778563195591,-1.2884053396489834,0.01820437765485236
2021-02-26,0.5114122504171948,0.2992183317305448,0.04938114588688592,0.6657414301848343,-0.8561505231007123,0.11507571770915129
2021-03-31,-1.2149741309400242,0.16497497182317622,0.07544579161686064,0.006144635204785071,0.6749722622358152,0.4678059244864231
2021-04-30,-0.8344991516039242,0.4269507479936444,0.046229057049529135,0.6999379285098726,0.5599880176373554,0.6024380364822128
2021-05-31,-0.8618964448069574,0.3966431227151531,0.0012514163624076468,0.9922851269037586,0.5725130842428313,0.5816635845472817
2021-06-30,-0.8600964990893832,0.38466469859916685,-0.018766585041151706,0.8917492647636476,0.5894116345739238,0.5598704149383049
2021-07-30,-0.8362767277149193,0.4091002223569593,-0.023740317310836267,0.8840010059974419,0.5891300966621703,0.5692635344234431
2021-08-31,-0.8955230926129677,0.39776976741660086,-0.07461124222857735,0.6855343622593347,0.6642090530417836,0.5395113894350179
2021-09-30,-0.8400080395827245,0.43235217704780804,-0.0076392263798800856,0.971757934843361,0.5987584757488292,0.5841386359076839
2021-10-29,-0.8639395158545159,0.4250500719535123,-0.04023703844822038,0.8671556077069273,0.6186440468323087,0.5760185835680441
2021-11-30,-0.8293634381580969,0.4495175829507777,-0.0006913499376516154,0.9980305571751711,0.5933037266506486,0.5965469197172341
2021-12-31,-0.9562508725433443,0.39717949316298107,-0.12795659899713274,0.7277415473437763,0.7166574360807298,0.5340043377555661
2022-01-28,-0.7936094671029097,0.5447608185159443,0.041646398565863,0.9551048206611302,0.5270913488493564,0.6919784143352357
2022-02-28,,,,,,
2022-03-31,,,,,,
2022-04-29,,,,,,
2022-05-31,,,,,,
2022-06-30,,,,,,
2022-07-29,,,,,,
2022-08-31,,,,,,
2022-09-30,,,,,,
2022-10-31,,,,,,
2022-11-30,,,,,,
2022-12-30,,,,,,
2023-01-31,,,,,,
2023-02-28,,,,,,
2023-03-31,,,,,,
2023-04-28,,,,,,
2023-05-31,,,,,,
2023-06-30,,,,,,
2023-07-31,,,,,,
2023-08-31,,,,,,
2023-09-28,,,,,,
2023-10-31,,,,,,
2023-11-30,,,,,,
2023-12-29,,,,,,
2024-01-31,,,,,,
2024-02-29,,,,,,
2024-03-29,,,,,,
2024-04-30,,,,,,
2024-05-31,,,,,,
2024-06-28,,,,,,
2024-07-31,,,,,,
2024-08-30,,,,,,
2024-09-30,,,,,,
2024-10-31,,,,,,
2024-11-29,,,,,,
2024-12-31,,,,,,
2025-01-27,,,,,,
2025-02-28,,,,,,
2025-03-31,,,,,,
2025-04-30,,,,,,
2025-05-30,,,,,,
2025-06-30,,,,,,
